203	183	366
140	319	184
161	433	367
443	384	420
151	115	180
70	500	408
138	41	229
210	209	124
334	367	227
486	457	132
140	500	492
34	421	395
383	51	209
358	333	39
484	299	446
392	74	159
347	255	207
144	474	497
294	452	116
359	465	283
105	192	490
350	87	101
285	484	363
318	348	225
29	337	275
208	191	40
133	6	187
90	254	442
283	369	16
128	327	465
200	442	35
131	205	361
237	279	138
397	23	72
201	460	372
159	61	286
404	286	399
462	79	310
237	218	105
250	482	285
193	36	415
197	93	50
186	58	160
358	429	127
45	164	244
198	108	334
356	417	382
298	399	0
487	293	251
34	454	313
220	68	287
142	38	413
136	121	286
344	485	80
366	348	85
81	469	182
118	259	378
489	247	477
377	477	201
208	153	376
234	250	169
216	65	416
307	71	351
172	290	342
160	67	378
9	297	425
124	275	369
100	389	252
486	486	213
89	105	12
204	240	368
273	499	82
60	78	75
61	479	111
400	378	488
284	123	379
490	394	249
128	199	457
316	279	104
233	239	123
374	318	344
393	128	12
386	408	352
326	350	260
376	272	244
216	164	122
36	479	326
12	400	490
471	321	374
74	180	16
13	158	285
282	357	376
256	185	165
59	436	204
254	451	33
270	462	190
241	400	194
264	256	278
288	188	25
214	322	93
354	43	259
155	56	485
208	246	341
296	236	201
18	243	362
0	364	214
157	359	204
158	480	23
316	74	473
59	228	78
4	290	403
424	88	22
25	387	24
58	452	40
162	437	172
299	456	118
101	169	158
431	95	430
447	270	231
487	25	60
399	250	420
496	289	142
409	1	209
120	315	361
365	483	309
384	221	277
133	479	320
471	354	217
424	421	19
209	227	334
139	205	4
149	147	190
224	245	342
497	349	114
211	106	236
399	361	115
92	296	41
496	40	111
357	329	150
131	111	269
254	487	20
447	472	68
112	263	186
173	185	65
475	69	421
458	63	199
336	451	471
285	255	198
242	255	342
301	427	418
235	53	13
306	8	94
155	401	46
3	347	497
88	24	444
379	346	425
429	134	98
356	315	324
381	216	492
327	105	349
181	81	56
195	216	430
67	267	358
302	133	461
11	256	3
318	112	467
148	141	230
81	238	280
215	13	143
422	68	265
427	237	341
222	333	466
360	83	71
310	414	468
344	428	484
394	466	393
270	461	278
195	165	377
410	23	150
189	189	331
204	266	145
467	319	376
159	321	383
30	344	345
183	445	248
58	109	211
497	254	82
300	189	423
265	418	80
118	280	147
209	393	195
94	18	341
371	354	103
215	489	403
380	295	438
198	77	437
268	332	298
16	418	192
205	418	7
254	106	449
142	320	175
305	215	9
188	156	162
268	270	203
212	219	218
107	257	358
363	128	347
410	432	153
223	6	137
360	443	350
78	348	456
27	218	43
377	449	144
445	242	365
18	402	226
128	319	80
375	417	182
246	304	380
232	145	323
177	400	159
328	172	242
12	49	8
491	315	187
370	273	38
186	353	227
169	350	25
250	136	496
381	395	82
168	282	273
177	175	112
460	498	477
366	308	123
48	390	440
62	349	212
435	329	33
54	499	84
308	314	469
288	217	1
428	404	276
68	225	267
353	218	484
59	220	499
89	410	319
434	193	208
24	478	286
259	28	71
441	88	82
464	45	252
53	103	340
312	1	324
413	50	440
291	310	72
124	48	162
327	212	109
33	234	96
33	111	127
221	306	15
389	389	3
301	71	352
201	67	52
263	299	427
325	200	214
114	70	147
495	134	279
403	184	276
189	200	389
64	269	430
85	457	163
464	389	89
139	496	318
223	113	390
305	460	400
430	221	235
236	128	96
433	107	353
482	450	228
371	160	209
451	366	298
119	453	83
479	369	88
69	457	334
61	4	314
246	42	28
96	132	225
73	270	426
279	180	102
91	257	308
69	56	488
194	445	89
250	346	82
332	127	30
94	359	127
6	251	215
273	392	362
252	383	279
240	19	22
237	112	439
469	489	21
255	185	307
41	300	218
335	174	231
497	454	256
55	351	119
124	80	262
272	284	398
80	15	443
167	461	135
19	204	291
402	38	17
393	92	74
135	157	166
374	238	171
368	455	17
150	370	64
141	259	157
479	200	201
260	4	130
397	436	203
248	56	54
421	4	177
281	144	480
54	270	241
240	358	195
348	200	494
143	172	153
200	148	133
265	94	463
229	223	407
74	443	279
462	114	307
177	110	105
355	486	204
263	25	125
17	231	104
84	205	227
500	315	341
124	204	421
105	456	300
476	79	173
448	97	415
434	34	321
124	458	290
230	148	74
261	185	161
479	401	402
182	235	329
431	41	218
325	287	115
372	145	467
414	317	436
379	109	170
377	204	9
168	248	496
438	181	410
321	47	154
335	365	63
440	318	419
167	408	241
59	445	338
340	196	5
218	1	29
353	5	346
168	442	205
24	303	29
49	337	457
463	221	282
263	305	482
471	347	177
50	104	148
202	433	384
284	161	454
467	492	401
301	114	387
51	205	195
55	44	272
123	306	317
34	380	434
492	347	456
33	300	19
467	132	11
256	222	327
22	120	292
257	194	384
498	451	18
216	31	117
478	385	432
465	17	460
240	154	400
109	453	370
235	25	473
333	101	406
204	470	328
31	101	445
67	372	317
24	48	10
371	336	293
117	175	138
152	2	156
307	307	47
111	469	79
132	259	164
119	172	94
72	296	147
9	131	175
162	389	417
6	364	175
79	300	463
387	462	287
201	134	211
237	250	427
15	150	403
73	341	200
477	244	267
497	132	298
189	116	54
423	394	219
237	339	338
164	239	160
371	330	379
87	415	235
382	82	111
106	170	419
457	345	211
302	140	58
484	399	64
440	465	393
331	370	315
375	295	374
233	434	111
268	216	377
188	498	295
251	387	449
482	164	160
257	36	484
51	378	204
31	391	454
159	23	356
5	25	94
279	346	456
109	465	165
414	163	226
273	153	455
225	90	341
107	353	419
412	278	198
285	82	448
122	102	320
384	435	43
175	104	497
447	398	295
292	387	374
112	274	12
12	303	255
201	137	286
391	218	473
371	178	329
439	437	131
343	431	91
281	237	402
170	8	32
271	168	10
392	441	412
14	195	327
361	304	37
468	308	68
384	346	280
326	177	310
349	167	151
19	172	55
306	458	301
157	235	28
285	417	310
141	28	358
343	99	361
356	130	47
391	13	441
113	267	269
83	429	451
429	176	6
321	498	117
162	218	354
203	74	92
194	387	27
9	464	418
447	188	465
41	491	258
216	335	201
153	17	395
115	136	233
256	116	28
476	177	127
500	344	52
45	190	254
287	331	466
90	412	135
310	405	207
346	215	391
242	105	453
175	284	305
40	304	408
374	8	183
215	241	188
485	145	143
241	231	459
198	119	413
140	10	271
428	345	184
23	402	158
413	434	20
32	382	140
86	345	83
450	225	186
371	58	488
137	421	306
426	116	336
35	74	240
264	357	389
421	278	86
15	213	94
378	304	123
485	202	329
247	108	4
3	458	209
335	27	424
500	74	248
239	281	249
204	386	482
45	403	136
161	408	255
111	255	371
330	109	440
388	185	127
229	105	399
352	17	359
45	81	183
268	185	401
15	445	130
310	178	307
12	28	261
111	242	156
489	437	431
151	38	96
83	30	360
53	307	299
263	117	313
248	478	129
32	216	263
46	119	149
428	454	263
65	17	179
59	269	106
130	367	436
149	138	22
408	31	117
492	285	313
409	229	303
297	123	382
247	95	164
427	23	493
47	364	444
59	160	323
455	225	418
482	189	138
341	256	263
331	14	430
324	226	470
167	255	52
224	248	126
257	73	223
54	72	489
424	148	32
135	400	455
339	75	67
494	248	441
417	265	280
359	37	311
180	29	243
128	102	293
230	487	428
330	483	10
190	105	188
471	380	498
221	35	27
150	486	430
448	26	341
402	183	97
486	403	22
236	112	13
380	451	247
312	290	228
238	304	496
491	467	430
142	38	488
494	407	123
86	485	194
217	267	92
226	90	268
234	248	77
162	2	193
198	50	304
500	270	475
86	492	343
67	18	463
397	326	192
460	83	289
10	7	494
225	373	78
291	100	117
259	44	15
304	432	177
123	186	485
110	368	153
393	478	420
290	55	263
123	340	150
443	301	29
276	148	158
140	360	412
454	151	151
218	231	153
185	284	321
46	328	270
484	95	327
286	452	331
448	252	489
415	474	304
499	341	232
45	377	99
58	316	40
91	407	35
495	234	489
495	444	396
425	44	12
453	106	100
140	96	227
121	142	461
399	369	141
28	276	93
143	171	216
104	268	453
193	137	372
45	259	178
158	162	433
385	147	70
395	106	216
298	312	374
184	364	106
424	343	433
62	71	188
154	345	386
305	272	346
243	454	34
444	148	64
150	484	220
350	255	444
336	0	400
52	341	193
15	303	193
105	205	348
102	87	139
210	366	167
213	486	475
242	361	52
258	0	30
173	333	10
294	496	412
485	427	160
344	2	88
97	140	87
461	170	431
311	408	423
20	205	102
341	133	194
271	330	376
167	465	134
387	47	378
295	177	185
421	15	293
346	46	123
23	172	133
10	457	175
496	246	302
270	113	74
115	478	168
13	371	368
11	81	125
47	464	475
345	393	344
253	11	44
136	170	78
216	465	152
7	366	352
399	334	228
122	321	482
45	165	417
252	32	461
150	362	113
146	92	484
28	288	456
332	0	481
146	432	54
461	376	103
324	242	440
454	68	376
238	210	445
61	94	155
196	230	35
240	327	217
367	348	421
211	149	420
377	353	171
189	11	357
310	165	74
431	370	45
139	41	333
359	386	489
100	294	290
334	88	295
464	214	193
436	332	188
76	437	410
79	464	141
258	223	469
73	63	435
39	473	344
25	29	200
122	36	66
11	45	423
496	311	385
369	425	391
61	183	466
200	386	481
172	422	5
356	439	102
409	302	54
261	279	479
267	497	179
331	450	250
316	471	468
450	1	487
461	122	248
250	416	326
182	470	322
316	328	189
464	237	4
38	499	208
93	45	14
327	436	352
246	477	147
245	466	52
79	264	213
196	370	428
480	57	295
374	13	324
348	292	334
321	492	220
251	163	302
19	266	310
141	345	237
151	350	136
399	255	420
497	134	363
228	268	430
108	376	332
201	89	439
246	145	366
305	423	128
289	449	349
455	496	333
98	315	498
493	77	389
250	167	326
331	176	131
466	402	192
199	470	485
159	434	177
13	307	281
399	206	198
19	208	56
409	175	418
322	87	159
396	258	37
123	425	25
89	488	93
150	147	265
371	485	342
496	384	459
222	142	340
421	358	338
149	53	183
24	237	233
415	344	120
368	376	132
468	260	218
491	356	159
46	415	454
52	31	63
202	21	141
151	485	477
309	65	416
446	303	151
225	64	67
60	455	485
287	93	12
374	321	353
71	464	333
445	401	297
431	145	318
388	363	75
488	486	251
26	311	273
150	368	37
425	86	389
294	446	316
334	478	377
161	116	206
456	109	210
384	302	32
56	156	268
424	99	318
10	291	479
461	288	432
279	310	391
188	84	160
244	344	3
387	389	269
246	200	430
493	371	75
495	20	287
499	10	108
259	398	217
367	430	380
340	1	365
228	280	57
31	268	467
377	476	322
162	464	420
295	329	235
156	26	494
398	312	287
494	14	349
239	279	211
101	290	454
469	476	105
177	215	288
215	258	77
296	220	214
161	482	173
39	56	188
149	57	210
169	402	66
429	154	184
180	253	272
415	253	41
366	465	478
88	168	393
262	30	340
249	150	382
85	205	215
347	92	181
324	142	351
438	223	118
194	438	396
177	56	403
84	427	71
228	79	273
127	182	403
362	234	468
465	241	488
306	201	170
81	103	493
192	469	314
4	298	130
278	123	62
125	254	429
66	152	389
115	417	71
379	261	271
139	459	335
293	216	423
422	377	103
24	100	419
5	378	179
459	58	108
105	285	475
171	129	403
185	102	306
79	93	58
438	118	279
168	47	1
0	318	180
271	376	344
173	478	493
329	223	404
291	97	185
439	59	490
290	338	9
458	239	384
75	298	94
469	462	136
189	44	455
339	354	175
246	176	210
344	263	19
219	331	355
72	67	26
301	269	200
442	110	152
284	69	456
357	212	12
462	263	445
410	364	85
106	105	451
269	282	19
227	280	477
213	400	357
44	475	285
73	463	76
269	97	6
225	366	133
176	37	410
100	112	395
163	67	416
32	235	114
319	487	379
240	419	425
375	192	470
433	336	393
377	202	80
405	156	236
48	375	283
112	340	232
90	128	167
302	4	401
257	302	430
62	213	416
269	127	65
486	152	483
192	169	478
483	240	464
116	414	36
212	425	265
348	331	3
278	311	472
105	216	300
24	25	281
12	497	472
220	268	183
339	183	210
240	400	451
2	290	316
315	136	298
459	114	474
430	249	206
68	347	284
485	63	380
352	24	483
204	131	174
35	70	202
191	345	192
128	40	162
337	141	431
462	383	446
149	10	245
442	322	170
258	26	474
139	472	148
373	419	433
369	432	366
438	145	298
455	245	81
152	267	123
328	258	38
386	129	417
409	282	121
314	350	331
81	442	437
345	286	452
76	282	187
38	157	476
215	62	291
78	418	267
5	394	144
404	314	117
100	334	419
331	126	191
247	181	157
34	385	79
427	170	495
365	94	281
115	424	306
460	383	60
128	481	229
328	109	272
430	471	141
416	420	418
189	0	281
334	448	309
420	43	216
195	170	214
425	12	264
498	180	384
160	396	495
135	101	362
375	131	299
194	299	469
133	170	252
489	98	428
3	333	12
297	240	462
303	349	115
195	353	127
313	331	229
465	62	461
484	370	62
150	159	493
298	364	244
399	268	90
68	441	186
119	326	212
78	401	452
16	74	21
224	425	331
304	254	235
85	346	36
1	156	442
222	309	98
25	0	325
410	195	82
275	156	72
445	484	43
187	225	358
446	421	72
379	68	363
471	373	253
257	17	460
417	368	403
16	367	168
216	216	171
241	164	206
328	486	176
149	163	380
114	472	277
245	351	15
242	7	250
216	105	362
454	157	62
199	35	436
69	314	61
440	194	214
400	39	3
23	197	462
3	166	356
388	317	497
469	441	327
186	125	240
70	87	283
287	146	470
61	26	222
83	221	75
55	334	380
14	459	208
227	158	453
294	432	49
487	262	314
292	337	173
49	477	147
223	180	6
466	377	443
136	230	222
159	16	277
292	225	154
378	38	110
170	429	388
198	332	240
404	87	185
207	27	132
460	322	357
341	470	421
191	172	345
51	369	471
335	343	421
244	72	61
13	471	469
467	135	69
53	177	379
358	77	84
180	447	363
243	150	180
354	236	110
134	196	232
389	80	471
407	157	199
53	248	227
300	496	145
236	319	186
434	180	67
71	421	45
44	77	358
218	104	390
271	241	273
9	235	401
425	179	479
241	336	10
174	331	307
135	387	82
350	161	477
318	407	125
37	498	74
471	55	317
49	478	466
48	18	329
73	437	240
333	27	469
281	25	98
232	68	86
254	227	274
309	445	191
338	457	105
492	286	286
49	209	290
451	120	251
21	416	130
298	119	126
410	235	170
252	431	308
97	237	188
313	348	241
180	477	259
48	102	299
298	279	28
165	75	465
266	462	37
201	485	7
100	99	351
173	255	436
206	315	191
472	314	303
402	87	326
281	171	238
345	319	396
18	160	246
439	7	458
433	194	32
481	392	223
246	219	322
486	442	262
485	484	444
337	276	400
324	95	186
178	268	482
242	258	223
332	441	490
140	375	492
26	26	23
84	49	98
333	263	461
28	334	75
212	254	393
76	16	1
350	95	411
379	91	84
77	142	476
203	412	10
440	416	77
447	7	202
353	344	239
222	369	163
354	54	184
276	119	390
435	326	122
63	379	388
132	250	349
398	408	423
444	191	124
171	346	70
331	178	251
442	208	456
79	306	337
88	214	366
52	289	292
248	174	3
289	481	415
225	138	32
391	473	37
335	404	189
90	158	137
344	392	24
62	486	308
440	469	482
479	352	44
78	286	296
235	132	78
285	44	419
211	140	396
190	362	315
371	113	353
139	7	66
342	5	152
325	186	71
327	257	19
376	366	274
20	132	439
72	178	66
192	309	457
66	455	180
213	145	403
366	102	411
103	470	319
218	43	261
83	325	75
364	485	127
83	344	64
308	165	88
189	28	368
78	14	268
22	203	240
279	118	248
120	302	273
346	177	329
353	294	105
176	334	392
11	119	101
30	66	487
488	266	421
431	252	79
151	302	299
26	81	83
259	466	53
19	251	131
78	234	30
424	20	384
489	367	467
444	494	209
253	270	326
436	420	414
464	26	49
278	325	89
44	281	67
413	6	395
266	259	311
402	138	270
246	408	240
74	350	48
52	452	499
321	280	122
378	431	62
299	296	490
248	492	460
187	158	46
64	340	66
377	471	328
280	284	259
482	342	177
182	326	316
457	454	52
287	497	300
353	333	439
230	279	90
418	335	442
49	29	8
371	161	304
27	461	407
359	480	7
364	28	241
208	481	143
423	458	90
362	426	359
336	399	9
286	273	137
2	11	43
367	314	228
314	264	303
476	363	113
0	143	9
460	272	377
373	171	338
464	452	125
115	400	185
312	333	36
14	445	45
327	15	185
491	273	268
197	64	143
302	126	303
146	13	142
486	77	491
57	476	94
149	225	317
341	204	47
348	378	313
252	252	297
303	134	164
130	4	187
82	491	412
365	279	438
42	455	66
345	242	247
316	225	449
233	472	56
110	436	69
202	213	121
102	264	249
45	197	107
174	180	61
392	271	144
339	480	414
215	252	89
308	300	216
37	196	424
302	404	223
451	190	316
166	221	309
55	461	416
332	197	436
150	74	412
123	37	63
48	217	139
19	372	301
344	290	53
118	214	111
330	404	65
355	488	485
213	311	57
330	175	43
205	163	255
210	476	152
70	456	436
86	338	319
313	270	469
196	198	495
212	61	305
242	409	131
150	236	449
184	26	20
280	182	395
44	249	338
429	317	103
360	199	394
163	442	281
24	125	487
30	52	268
155	264	468
208	414	337
339	402	93
1	35	489
144	17	389
346	299	466
194	62	143
488	394	209
56	281	74
17	231	353
112	56	474
307	56	64
493	257	402
165	384	4
379	193	451
412	352	32
81	62	211
268	88	97
57	130	7
416	110	37
326	221	362
160	185	328
127	31	230
287	159	372
39	198	345
257	69	446
32	262	386
389	381	6
138	274	213
76	270	23
436	25	150
215	435	82
224	332	348
297	148	498
378	93	187
21	343	106
209	214	15
359	132	320
238	253	414
55	240	20
403	291	379
300	148	275
141	285	149
206	118	422
50	7	383
26	100	48
10	356	15
82	356	247
167	163	0
486	267	153
420	479	480
276	345	264
390	383	372
411	141	167
187	299	13
166	495	497
452	409	238
115	352	259
261	466	251
137	300	116
466	137	428
393	154	330
365	336	467
188	11	318
321	243	195
189	391	415
178	406	180
447	308	402
215	239	20
175	184	336
400	448	395
484	130	19
204	280	164
144	283	56
341	493	277
405	123	366
85	353	212
388	96	226
163	87	490
111	391	329
42	438	116
198	187	382
198	217	371
355	249	20
155	57	1
222	467	19
476	39	138
89	436	153
255	247	101
58	325	471
389	50	405
170	477	102
80	232	345
86	335	204
211	202	321
292	274	219
40	255	456
380	259	139
444	172	216
48	44	357
301	275	384
244	250	320
323	36	259
203	483	139
140	10	21
311	256	50
169	295	448
339	370	321
262	231	309
53	277	319
170	56	490
67	273	411
320	375	493
384	418	484
250	360	383
226	34	381
432	56	248
311	380	352
212	162	413
185	374	439
150	119	381
358	327	131
81	238	81
264	155	439
147	30	184
491	185	288
16	325	291
499	117	177
307	60	198
449	49	162
301	234	1
426	96	107
154	151	264
369	48	479
106	90	449
102	62	467
78	62	393
417	64	313
257	75	255
233	362	252
120	409	219
230	105	186
169	468	310
376	337	399
357	267	95
289	227	251
372	93	259
27	234	440
152	412	497
462	107	368
289	288	137
369	414	441
30	488	412
160	451	415
105	496	189
492	265	488
85	193	460
277	499	108
488	294	83
58	295	257
187	180	467
458	305	140
342	73	500
206	200	271
152	423	473
246	29	379
347	153	286
363	335	79
437	330	78
60	86	277
445	470	403
77	456	444
464	175	210
243	95	120
236	79	216
463	335	126
434	345	57
152	73	340
362	99	425
105	191	336
17	59	493
101	15	430
251	22	158
455	93	342
335	342	231
341	134	316
460	92	465
302	113	137
173	68	420
54	335	247
222	278	138
75	416	198
460	88	133
260	284	69
54	316	391
255	206	464
361	445	357
389	172	76
452	242	141
190	429	212
324	300	257
325	284	157
402	208	360
435	486	485
91	104	75
211	44	478
12	57	105
69	391	70
402	121	319
26	28	253
180	186	278
323	164	499
132	43	58
426	408	481
409	144	484
75	418	179
455	441	272
105	274	59
337	116	135
408	167	59
397	103	441
202	64	498
366	198	79
353	476	229
233	455	500
119	468	331
168	481	153
41	213	395
404	381	464
110	84	465
462	255	12
251	403	278
283	233	100
161	92	352
454	49	164
331	144	122
108	200	199
85	259	49
197	363	79
187	223	38
7	290	34
195	498	103
220	371	178
122	282	72
333	354	209
493	462	386
391	281	45
176	409	184
372	269	353
416	149	434
65	110	94
256	391	110
130	121	301
459	96	166
358	99	380
423	227	43
361	468	248
343	308	288
268	291	42
407	449	278
434	73	452
333	237	106
183	339	143
38	439	366
322	132	90
490	186	243
493	284	2
344	270	322
194	302	30
461	364	378
443	25	89
50	395	170
